n/ep,n/st,rews,lens,idxs,rew,len,rew_std,len_std
1,10249,[170.69710149],[10249],[0],170.6971014886048,10249.0,0.0,0.0
1,10249,[159.11515339],[10249],[0],159.1151533886168,10249.0,0.0,0.0
1,10249,[165.61095358],[10249],[0],165.61095358254363,10249.0,0.0,0.0
1,10249,[165.37668725],[10249],[0],165.37668725138795,10249.0,0.0,0.0
