duration,arrival_time,task_id,node_ids,co_num,reload,steps,size,info,execute,valid,start_time,load_time,quality,waiting_time,running_time,response_time,quality_reward
30.671545,0,5,[0],1,True,21.179508,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,1,0,0.25262890700453927,1,30.671545,31.671545,2.526289070045393
30.106514,0,9,[1],1,True,19.385761,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,1.7000000000000006,0,0.24472648895056567,1.7000000000000006,30.106514,31.806515,2.447264889505657
27.629784,0,6,"[2, 3]",2,True,23.230614,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,1.8000000000000007,0,0.2608833124525799,1.8000000000000007,27.629784,29.429783,2.608833124525799
3.5208387,19.40000000000001,11,"[2, 3]",2,False,22.533367,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,29.500000000000153,0,0.2581620716621854,10.100000000000144,3.5208387,13.620839,2.5816207166218543
7.5051713,0,8,[0],1,False,23.825941,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,31.700000000000184,0,0.2631429045272419,31.700000000000184,7.5051713,39.205173,2.6314290452724194
6.575977,0,10,[1],1,False,20.876118,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,31.900000000000187,0,0.25134049874767217,31.900000000000187,6.575977,38.475975,2.5134049874767217
31.971533,0,3,[2],1,True,25.306456,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,34.50000000000022,0,0.2685261726535899,34.50000000000022,31.971533,66.471535,2.685261726535899
35.065647,0,1,"[0, 1, 2, 3]",4,True,21.897488,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,68.60000000000038,0,0.25560591332553423,68.60000000000038,35.065647,103.66565,2.556059133255342
3.702182,0,2,"[0, 1, 2, 3]",4,False,26.444157,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,103.69999999999838,0,0.27245308919456246,103.69999999999838,3.702182,107.402176,2.7245308919456246
3.6079082,0,4,"[0, 1, 2, 3]",4,False,25.770773,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,107.49999999999817,0,0.2701497523487825,107.49999999999817,3.6079082,111.10791,2.7014975234878253
27.88672,94.89999999999888,12,"[0, 1]",2,True,24.875008,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,111.19999999999796,0,0.26699061475640334,16.299999999999073,27.88672,44.18672,2.6699061475640335
32.05265,112.89999999999786,14,[2],1,True,25.563965,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,113.09999999999785,0,0.26943024234535423,0.19999999999998863,32.05265,32.25265,2.6943024234535424
35.40012,0,7,"[0, 1, 2, 3]",4,True,24.286581,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,145.19999999999604,0,0.2648528759871441,145.19999999999604,35.40012,180.60011,2.6485287598714407
3.7020147,99.19999999999864,13,"[0, 1, 2, 3]",4,False,26.442963,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,180.69999999999402,0,0.2724490640102999,81.49999999999538,3.7020147,85.20201,2.724490640102999
28.18487,165.1999999999949,16,"[0, 1]",2,True,26.78317,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,184.4999999999938,0,0.273590619573555,19.299999999998903,28.18487,47.48487,2.7359061957355504
32.498707,185.39999999999375,18,[2],1,True,26.98002,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,185.59999999999374,0,0.2742445290532993,0.19999999999998863,32.498707,32.698708,2.7424452905329932
4.1825533,190.59999999999346,19,"[0, 1]",2,False,26.768341,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,213.09999999999218,0,0.2735411863188925,22.49999999999872,4.1825533,26.682552,2.7354118631889253
35.883877,171.69999999999453,17,"[0, 1, 2, 3]",4,True,27.74199,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,218.0999999999919,0,0.2767315274058029,46.39999999999736,35.883877,82.283875,2.767315274058029
3.7568839,139.89999999999634,15,"[0, 1, 2, 3]",4,False,26.834885,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,253.99999999998985,0,0.27376287084720385,114.09999999999351,3.7568839,117.85688,2.7376287084720383
28.125267,215.09999999999206,21,"[0, 1]",2,True,26.401703,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,257.7999999999901,0,0.272309612998493,42.699999999998056,28.125267,70.82527,2.72309612998493
31.96034,217.09999999999195,22,[2],1,True,25.270922,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,257.99999999999017,0,0.26840069335575223,40.899999999998215,31.96034,72.860344,2.684006933557522
4.248416,191.7999999999934,20,"[0, 1]",2,False,27.189861,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,285.99999999999653,0,0.2749363617566743,94.20000000000314,4.248416,98.44841,2.749363617566743
28.263844,232.99999999999105,24,"[2, 3]",2,True,27.288593,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,289.99999999999744,0,0.27526003979696084,57.000000000006395,28.263844,85.26384,2.7526003979696085
3.3754344,229.19999999999126,23,"[0, 1]",2,False,21.60278,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,290.2999999999975,0,0.2543959462628085,61.10000000000625,3.3754344,64.47543,2.543959462628085
35.549377,331.7000000000069,25,"[0, 1, 2, 3]",4,True,25.352684,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,331.80000000000695,0,0.268689142717245,0.10000000000002274,35.549377,35.649376,2.6868914271724496
3.7239304,358.1000000000129,26,"[0, 1, 2, 3]",4,False,26.599503,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,367.40000000001504,0,0.27297616355278087,9.300000000002115,3.7239304,13.023931,2.729761635527809
28.083443,374.10000000001656,27,"[0, 1]",2,True,26.134027,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,374.2000000000166,0,0.2713996552272702,0.10000000000002274,28.083443,28.183443,2.713996552272702
32.38663,399.90000000002243,28,[2],1,True,26.62423,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,400.00000000002245,0,0.2730591289209694,0.10000000000002274,32.38663,32.48663,2.730591289209694
4.1445093,424.9000000000281,29,"[0, 1]",2,False,26.52486,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,425.00000000002814,0,0.2727252049571055,0.10000000000002274,4.1445093,4.244509,2.727252049571055
4.1777725,428.900000000029,30,"[0, 1]",2,False,26.737743,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,429.2000000000291,0,0.27343902647698914,0.3000000000000682,4.1777725,4.4777727,2.7343902647698917
4.077149,470.30000000003844,31,"[0, 1]",2,False,26.093754,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,470.40000000003846,0,0.27126193404671667,0.10000000000002274,4.077149,4.177149,2.7126193404671666
8.213416,478.5000000000403,32,[2],1,False,26.074337,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,478.6000000000403,0,0.271195468607406,0.10000000000002274,8.213416,8.3134165,2.71195468607406
30.042934,0,8,[0],1,True,19.183916,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,1,0,0.24379184781799731,1,30.042934,31.042934,2.437918478179973
