n/ep,n/st,rews,lens,idxs,rew,len,rew_std,len_std
1,4118,[149.22963956],[4118],[0],149.22963955679128,4118.0,0.0,0.0
1,3572,[148.39964665],[3572],[0],148.3996466490113,3572.0,0.0,0.0
1,3683,[163.64472483],[3683],[0],163.64472482687623,3683.0,0.0,0.0
1,4465,[143.01117106],[4465],[0],143.0111710578856,4465.0,0.0,0.0
