duration,arrival_time,task_id,node_ids,co_num,reload,steps,size,info,execute,valid,start_time,load_time,quality,waiting_time,running_time,response_time,quality_reward
30.671545,0,5,[0],1,True,21.179508,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,1,0,0.25262890700453927,1,30.671545,31.671545,2.526289070045393
30.106514,0,9,[1],1,True,19.385761,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,1.7000000000000006,0,0.24472648895056567,1.7000000000000006,30.106514,31.806515,2.447264889505657
27.629784,0,6,"[2, 3]",2,True,23.230614,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,1.8000000000000007,0,0.2608833124525799,1.8000000000000007,27.629784,29.429783,2.608833124525799
31.301405,0,8,[2],1,True,23.179066,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,29.500000000000153,0,0.26068494738020287,29.500000000000153,31.301405,60.801407,2.6068494738020287
30.52802,0,10,[3],1,True,20.723877,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,29.600000000000154,0,0.25068690529479143,29.600000000000154,30.52802,60.12802,2.5068690529479145
27.502554,14.499999999999966,11,"[0, 1]",2,True,22.416344,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,31.900000000000187,0,0.25769711298088177,17.40000000000022,27.502554,44.902554,2.576971129808818
31.065811,0,3,[0],1,True,22.431149,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,59.500000000000576,0,0.25775607694043035,59.500000000000576,31.065811,90.56581,2.5775607694043035
31.308784,28.800000000000143,15,[1],1,True,23.202488,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,59.500000000000576,0,0.2607751314672755,30.700000000000433,31.308784,62.008785,2.607751314672755
7.5554476,30.500000000000167,16,[3],1,False,23.985548,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,60.30000000000059,0,0.26373913078788486,29.80000000000042,7.5554476,37.355446,2.6373913078788487
7.0198565,32.000000000000185,17,[2],1,False,22.28526,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,61.1000000000006,0,0.25717340656893617,29.100000000000414,7.0198565,36.119858,2.5717340656893617
28.009792,19.300000000000008,12,"[2, 3]",2,True,25.662674,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,68.90000000000036,0,0.26977437896680995,49.60000000000035,28.009792,77.60979,2.6977437896680994
27.912888,28.100000000000133,14,"[0, 1]",2,True,25.042475,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,90.89999999999911,0,0.26758980168976826,62.799999999998974,27.912888,90.71289,2.6758980168976825
4.092567,39.000000000000284,18,"[2, 3]",2,False,26.192429,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,97.09999999999876,0,0.2715989850132309,58.099999999998474,4.092567,62.192566,2.715989850132309
35.76019,43.60000000000035,19,"[0, 1, 2, 3]",4,True,26.858484,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,118.89999999999752,0,0.27384137857331653,75.29999999999717,35.76019,111.060196,2.738413785733165
3.4581537,0,2,"[0, 1, 2, 3]",4,False,24.701097,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,154.6999999999955,0,0.2663641164488272,154.6999999999955,3.4581537,158.15816,2.663641164488272
27.986137,94.09999999999893,21,"[0, 1]",2,True,25.51128,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,158.1999999999953,0,0.26924601531687464,64.09999999999637,27.986137,92.086136,2.6924601531687467
35.73038,0,4,"[0, 1, 2, 3]",4,True,26.645588,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,186.1999999999937,0,0.27313071732206873,186.1999999999937,35.73038,221.93037,2.7313071732206873
3.4894454,49.30000000000043,20,"[0, 1, 2, 3]",4,False,24.92461,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,221.99999999999167,0,0.2671684879816255,172.69999999999123,3.4894454,176.18944,2.6716848798162554
28.09349,111.09999999999796,24,"[0, 1]",2,True,26.198343,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,225.49999999999147,0,0.2716191774665149,114.39999999999351,28.09349,142.4935,2.716191774665149
31.826517,111.99999999999791,25,[2],1,True,24.846088,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,225.79999999999146,0,0.26688675834923226,113.79999999999355,31.826517,145.62653,2.6688675834923226
4.1768684,130.79999999999686,26,"[0, 1]",2,False,26.731956,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,253.59999999998988,0,0.2734197322053174,122.79999999999302,4.1768684,126.97687,2.734197322053174
32.053238,137.49999999999648,27,[3],1,True,25.565828,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,253.79999999998986,0,0.26943676247853987,116.29999999999339,32.053238,148.35324,2.6943676247853987
35.83082,0,7,"[0, 1, 2, 3]",4,True,27.362984,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,285.8999999999965,0,0.2755031476200249,285.8999999999965,35.83082,321.7308,2.7550314762002492
3.827887,23.70000000000007,13,"[0, 1, 2, 3]",4,False,27.34205,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,321.8000000000047,0,0.2754348192855184,298.1000000000046,3.827887,301.9279,2.7543481928551836
28.156443,164.19999999999496,29,"[0, 1]",2,True,26.601234,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,325.70000000000556,0,0.27298198510026805,161.5000000000106,28.156443,189.65645,2.7298198510026808
31.981258,184.3999999999938,31,[2],1,True,25.33733,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,325.70000000000556,0,0.2686350522245928,141.30000000001175,31.981258,173.28127,2.686350522245928
3.9322271,189.5999999999935,32,"[0, 1]",2,False,25.166254,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,355.10000000001224,0,0.2680300770097263,165.50000000001873,3.9322271,169.43222,2.680300770097263
35.75336,0,1,"[0, 1, 2, 3]",4,True,26.80972,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,359.10000000001315,0,0.2736791070953599,359.10000000001315,35.75336,394.85336,2.736791070953599
3.6942894,109.89999999999803,23,"[0, 1, 2, 3]",4,False,26.387781,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,394.9000000000213,0,0.27226254162881103,285.00000000002325,3.6942894,288.69427,2.7226254162881105
3.6964147,138.8999999999964,28,"[0, 1, 2, 3]",4,False,26.402962,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,398.60000000002213,0,0.27231387104465504,259.70000000002574,3.6964147,263.39642,2.7231387104465505
3.6664364,98.39999999999868,22,"[0, 1, 2, 3]",4,False,26.188831,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,402.300000000023,0,0.27158674313051495,303.9000000000243,3.6664364,307.56644,2.7158674313051496
3.5967686,170.6999999999946,30,"[0, 1, 2, 3]",4,False,25.691204,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,406.0000000000238,0,0.2698736114019769,235.30000000002923,3.5967686,238.89677,2.698736114019769
27.055132,0,6,"[0, 1]",2,True,19.552843,262144,"{'prompt': 'orange', 'ng_prompt': 'man!'}",True,True,1,0,0.24549283746177644,1,27.055132,28.055132,2.4549283746177646
